row_id,entity,role,note,affiliation,person
10213,Paramount Studio Sound Department,Sound Director,,Paramount Studio Sound Department,Loren L. Ryder
10214,Hal Roach Studio Sound Department,Sound Director,,Hal Roach Studio Sound Department,Elmer A. Raguse
10215,20th Century-Fox Studio Sound Department,Sound Director,,20th Century-Fox Studio Sound Department,Edmund H. Hansen
10216,Metro-Goldwyn-Mayer Studio Sound Department,Sound Director,,Metro-Goldwyn-Mayer Studio Sound Department,Douglas Shearer
10217,Universal Studio Sound Department,Sound Director,,Universal Studio Sound Department,Bernard B. Brown
10218,RKO Radio Studio Sound Department,Sound Director,,RKO Radio Studio Sound Department,John Aalberg
10219,Columbia Studio Sound Department,Sound Director,,Columbia Studio Sound Department,John Livadary
10342,United Artists Studio Sound Department,Sound Director,,United Artists Studio Sound Department,Thomas T. Moulton
10343,Grand National Studio Sound Department,Sound Director,,Grand National Studio Sound Department,A. E. Kaye
10344,RKO Radio Studio Sound Department,Sound Director,,RKO Radio Studio Sound Department,John Aalberg
10345,20th Century-Fox Studio Sound Department,Sound Director,,20th Century-Fox Studio Sound Department,E. H. Hansen
10346,Warner Bros. Studio Sound Department,Sound Director,,Warner Bros. Studio Sound Department,Nathan Levinson
10347,Columbia Studio Sound Department,Sound Director,,Columbia Studio Sound Department,John Livadary
10348,Metro-Goldwyn-Mayer Studio Sound Department,Sound Director,,Metro-Goldwyn-Mayer Studio Sound Department,Douglas Shearer
10349,Universal Studio Sound Department,Sound Director,,Universal Studio Sound Department,Homer G. Tasker
10350,Hal Roach Studio Sound Department,Sound Director,,Hal Roach Studio Sound Department,Elmer A. Raguse
10351,Paramount Studio Sound Department,Sound Director,,Paramount Studio Sound Department,Loren L. Ryder
10453,Metro-Goldwyn-Mayer Studio Sound Department,Sound Director,,Metro-Goldwyn-Mayer Studio Sound Department,Douglas Shearer
10454,20th Century-Fox Studio Sound Department,Sound Director,,20th Century-Fox Studio Sound Department,E. H. Hansen
10455,Warner Bros. Studio Sound Department,Sound Director,,Warner Bros. Studio Sound Department,Nathan Levinson
10456,United Artists Studio Sound Department,Sound Director,,United Artists Studio Sound Department,Thomas T. Moulton
10457,Hal Roach Studio Sound Department,Sound Director,,Hal Roach Studio Sound Department,Elmer A. Raguse
10458,Columbia Studio Sound Department,Sound Director,,Columbia Studio Sound Department,John Livadary
10459,Paramount Studio Sound Department,Sound Director,,Paramount Studio Sound Department,Franklin B. Hansen
10460,RKO Radio Studio Sound Department,Sound Director,,RKO Radio Studio Sound Department,J. O. Aalberg
10461,Universal Studio Sound Department,Sound Director,,Universal Studio Sound Department,Homer G. Tasker
10541,Metro-Goldwyn-Mayer Studio Sound Department,Sound Director,,Metro-Goldwyn-Mayer Studio Sound Department,Douglas Shearer
10542,Universal Studio Sound Department,Sound Director,,Universal Studio Sound Department,Gilbert Kurland
10543,Warner Bros.-First National Studio Sound Department,Sound Director,,Warner Bros.-First National Studio Sound Department,Nathan Levinson
10544,United Artists Studio Sound Department,Sound Director,,United Artists Studio Sound Department,Thomas T. Moulton
10545,RKO Radio Studio Sound Department,Sound Director,,RKO Radio Studio Sound Department,Carl Dreher
10546,Paramount Studio Sound Department,Sound Director,,Paramount Studio Sound Department,Franklin B. Hansen
10547,Columbia Studio Sound Department,Sound Director,,Columbia Studio Sound Department,John Livadary
10549,20th Century-Fox Studio Sound Department,Sound Director,,20th Century-Fox Studio Sound Department,E. H. Hansen
10608,Columbia Studio Sound Department,Sound Director,,Columbia Studio Sound Department,John Livadary
10609,United Artists Studio Sound Department,Sound Director,,United Artists Studio Sound Department,Thomas T. Moulton
10610,Paramount Studio Sound Department,Sound Director,,Paramount Studio Sound Department,Franklin B. Hansen
10611,Warner Bros.-First National Studio Sound Department,Sound Director,,Warner Bros.-First National Studio Sound Department,Nathan Levinson
10612,RKO Radio Studio Sound Department,Sound Director,,RKO Radio Studio Sound Department,Carl Dreher
10613,Universal Studio Sound Department,Sound Director,,Universal Studio Sound Department,Theodore Soderberg
10614,Metro-Goldwyn-Mayer Studio Sound Department,Sound Director,,Metro-Goldwyn-Mayer Studio Sound Department,Douglas Shearer
10615,Fox Studio Sound Department,Sound Director,,Fox Studio Sound Department,E. H. Hansen
10632,Fox,,,Fox,William Tummel
10633,Metro-Goldwyn-Mayer,,,Metro-Goldwyn-Mayer,Charles Dorian
10634,Paramount,,,Paramount,Charles Barton
10636,United Artists,,,United Artists,Fred Fox
10637,Universal,,,Universal,Scott Beal
10638,Warner Bros.,,,Warner Bros.,Gordon Hollingshead
10639,Fox,,,Fox,Percy Ikerd
10640,Metro-Goldwyn-Mayer,,,Metro-Goldwyn-Mayer,Bunny Dull
10641,Metro-Goldwyn-Mayer,,,Metro-Goldwyn-Mayer,John S. Waters
10642,Paramount,,,Paramount,Sidney S. Brod
10643,Paramount,,,Paramount,Arthur Jacobson
10645,United Artists,,,United Artists,Benjamin Silvey
10646,Universal,,,Universal,Joe McDonough
10647,Universal,,,Universal,W. J. Reiter
10648,Warner Bros.,,,Warner Bros.,Al Alborn
10649,Warner Bros.,,,Warner Bros.,Frank X. Shaw
10675,Paramount Studio Sound Department,Sound Director,,Paramount Studio Sound Department,Franklin B. Hansen
10676,Warner Bros. Studio Sound Department,Sound Director,,Warner Bros. Studio Sound Department,Nathan Levinson
10677,Warner Bros. Studio Sound Department,Sound Director,,Warner Bros. Studio Sound Department,Nathan Levinson
10678,Warner Bros. Studio Sound Department,Sound Director,,Warner Bros. Studio Sound Department,Nathan Levinson
10806,Metro-Goldwyn-Mayer Studio Sound Department,Sound Director,,Metro-Goldwyn-Mayer Studio Sound Department,Douglas Shearer
10807,RKO Radio Studio Sound Department,Sound Director,,RKO Radio Studio Sound Department,John Tribby
10808,Paramount Famous Lasky Studio Sound Department,Sound Director,,Paramount Famous Lasky Studio Sound Department,Franklin Hansen
10809,United Artists Studio Sound Department,Sound Director,,United Artists Studio Sound Department,Oscar Lagerstrom
10810,First National Studio Sound Department,Sound Director,,First National Studio Sound Department,George Groves
9902,Walter Wanger production company,,,,
9908,Sol Lesser production company,,,,
10056,Hal Roach production company,,,,
10057,Walter Wanger production company,,,,
10099,Douglas Fairbanks Commemorative Award,,,,
10598,Jesse L. Lasky production company,,,,
10635,Dewey Starkey RKO Radio,,,,
10644,Eddie Killey RKO Radio,,,,
10306,Dr. Hugo Riesenfeld,musical director,,,
10309,Alfred Newman,musical director,,,
10310,Roy Webb,musical director,,,
10312,C. Bakaleinikoff,musical director,,,
85,James Price,production design,,,
85,Shona Heath,production design,,,
85,Zsuzsa Mihalek,set decoration,,,
86,Sarah Greenwood,production design,,,
86,Katie Spencer,set decoration,,,
87,Jack Fisk,production design,,,
87,Adam Willis,set decoration,,,
88,Arthur Max,production design,,,
88,Elli Griff,set decoration,,,
89,Ruth De Jong,production design,,,
89,Claire Kaufman,set decoration,,,
209,Christian M. Goldbeck,production design,,,
209,Ernestine Hipper,set decoration,,,
210,Dylan Cole,production design,,,
210,Ben Procter,production design,,,
210,Vanessa Cole,set decoration,,,
211,Florencia Martin,production design,,,
211,Anthony Carlino,set decoration,,,
212,Catherine Martin,production design,,,
212,Karen Murphy,production design,,,
212,Bev Dunn,set decoration,,,
213,Rick Carter,production design,,,
213,Karen O'Hara,set decoration,,,
335,Patrice Vermette,production design,,,
335,Zsuzsanna Sipos,set decoration,,,
336,Tamara Deverell,production design,,,
336,Shane Vieau,set decoration,,,
337,Grant Major,production design,,,
337,Amber Richards,set decoration,,,
338,Stefan Dechant,production design,,,
338,Nancy Haigh,set decoration,,,
339,Adam Stockhausen,production design,,,
339,Rena DeAngelo,set decoration,,,
457,Donald Graham Burt,production design,,,
457,Jan Pascale,set decoration,,,
458,Peter Francis,production design,,,
458,Cathy Featherstone,set decoration,,,
459,Mark Ricker,production design,,,
459,Karen O'Hara,set decoration,,,
459,Diana Stoughton,set decoration,,,
460,David Crank,production design,,,
460,Elizabeth Keenan,set decoration,,,
461,Nathan Crowley,production design,,,
461,Kathy Lucas,set decoration,,,
578,Barbara Ling,production design,,,
578,Nancy Haigh,set decoration,,,
579,Bob Shaw,production design,,,
579,Regina Graves,set decoration,,,
580,Ra Vincent,production design,,,
580,Nora Sopková,set decoration,,,
581,Dennis Gassner,production design,,,
581,Lee Sandales,set decoration,,,
582,Lee Ha Jun,production design,,,
582,Cho Won Woo,set decoration,,,
703,Hannah Beachler,production design,,,
703,Jay Hart,set decoration,,,
704,Fiona Crombie,production design,,,
704,Alice Felton,set decoration,,,
705,Nathan Crowley,production design,,,
705,Kathy Lucas,set decoration,,,
706,John Myhre,production design,,,
706,Gordon Sim,set decoration,,,
707,Eugenio Caballero,production design,,,
707,Bárbara Enríquez,set decoration,,,
829,Paul Denham Austerberry,production design,,,
829,Shane Vieau,set decoration,,,
829,Jeffrey A. Melvin,set decoration,,,
830,Sarah Greenwood,production design,,,
830,Katie Spencer,set decoration,,,
831,Dennis Gassner,production design,,,
831,Alessandra Querzola,set decoration,,,
832,Sarah Greenwood,production design,,,
832,Katie Spencer,set decoration,,,
833,Nathan Crowley,production design,,,
833,Gary Fettis,set decoration,,,
956,David Wasco,production design,,,
956,Sandy Reynolds-Wasco,set decoration,,,
957,Patrice Vermette,production design,,,
957,Paul Hotte,set decoration,,,
958,Stuart Craig,production design,,,
958,Anna Pinnock,set decoration,,,
959,Jess Gonchor,production design,,,
959,Nancy Haigh,set decoration,,,
960,Guy Hendrix Dyas,production design,,,
960,Gene Serdena,set decoration,,,
1081,Colin Gibson,production design,,,
1081,Lisa Thompson,set decoration,,,
1082,Adam Stockhausen,production design,,,
1082,Rena DeAngelo,set decoration,,,
1082,Bernhard Henrich,set decoration,,,
1083,Eve Stewart,production design,,,
1083,Michael Standish,set decoration,,,
1084,Arthur Max,production design,,,
1084,Celia Bobak,set decoration,,,
1085,Jack Fisk,production design,,,
1085,Hamish Purdy,set decoration,,,
1205,Adam Stockhausen,production design,,,
1205,Anna Pinnock,set decoration,,,
1206,Maria Djurkovic,production design,,,
1206,Tatiana Macdonald,set decoration,,,
1207,Nathan Crowley,production design,,,
1207,Gary Fettis,set decoration,,,
1208,Dennis Gassner,production design,,,
1208,Anna Pinnock,set decoration,,,
1209,Suzie Davies,production design,,,
1209,Charlotte Watts,set decoration,,,
1331,Catherine Martin,production design,,,
1331,Beverley Dunn,set decoration,,,
1332,Judy Becker,production design,,,
1332,Heather Loeffler,set decoration,,,
1333,Andy Nicholson,production design,,,
1333,Rosie Goodwin,set decoration,,,
1333,Joanne Woollard,set decoration,,,
1334,K.K. Barrett,production design,,,
1334,Gene Serdena,set decoration,,,
1335,Adam Stockhausen,production design,,,
1335,Alice Baker,set decoration,,,
1457,Rick Carter,production design,,,
1457,Jim Erickson,set decoration,,,
1458,Sarah Greenwood,production design,,,
1458,Katie Spencer,set decoration,,,
1459,Dan Hennah,production design,,,
1459,Ra Vincent,set decoration,,,
1459,Simon Bright,set decoration,,,
1460,Eve Stewart,production design,,,
1460,Anna Lynch-Robinson,set decoration,,,
1461,David Gropman,production design,,,
1461,Anna Pinnock,set decoration,,,
1526,Dante Ferretti,production design,,,
1526,Francesca Lo Schiavo,set decoration,,,
1527,Laurence Bennett,production design,,,
1527,Robert Gould,set decoration,,,
1528,Stuart Craig,production design,,,
1528,Stephenie McMillan,set decoration,,,
1529,Anne Seibel,production design,,,
1529,Hélène Dubreuil,set decoration,,,
1530,Rick Carter,production design,,,
1530,Lee Sandales,set decoration,,,
1646,Robert Stromberg,production design,,,
1646,Karen O'Hara,set decoration,,,
1647,Stuart Craig,production design,,,
1647,Stephenie McMillan,set decoration,,,
1648,Guy Hendrix Dyas,production design,,,
1648,Larry Dias,set decoration,,,
1648,Doug Mowat,set decoration,,,
1649,Eve Stewart,production design,,,
1649,Judy Farr,set decoration,,,
1650,Jess Gonchor,production design,,,
1650,Nancy Haigh,set decoration,,,
