,rok,plik,kategoria,obiekt,czyWygrany
513,2006,../pages/b5637cfd-54c7-4d50-a13e-6a481977fd04.html,VISUAL EFFECTS,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor - ""King Kong""",True
514,2006,../pages/b5637cfd-54c7-4d50-a13e-6a481977fd04.html,WRITING (Adapted Screenplay),"Screenplay by Larry McMurtry & Diana Ossana - ""Brokeback Mountain""",True
515,2006,../pages/b5637cfd-54c7-4d50-a13e-6a481977fd04.html,WRITING (Original Screenplay),"Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis - ""Crash""",True
516,2006,../pages/b5637cfd-54c7-4d50-a13e-6a481977fd04.html,HONORARY AWARD,Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.,True
517,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,ACTOR IN A LEADING ROLE,"Jamie Foxx - ""Ray""",True
518,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,ACTOR IN A SUPPORTING ROLE,"Morgan Freeman - ""Million Dollar Baby""",True
519,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,ACTRESS IN A LEADING ROLE,"Hilary Swank - ""Million Dollar Baby""",True
520,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,ACTRESS IN A SUPPORTING ROLE,"Cate Blanchett - ""The Aviator""",True
521,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,ANIMATED FEATURE FILM,"Brad Bird - ""The Incredibles""",True
522,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,ART DIRECTION,"Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo - ""The Aviator""",True
523,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,CINEMATOGRAPHY,"Robert Richardson - ""The Aviator""",True
524,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,COSTUME DESIGN,"Sandy Powell - ""The Aviator""",True
525,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,DIRECTING,"Clint Eastwood - ""Million Dollar Baby""",True
526,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,DOCUMENTARY (Feature),"Ross Kauffman and Zana Briski - ""Born into Brothels""",True
527,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,DOCUMENTARY (Short Subject),"Robert Hudson and Bobby Houston - ""Mighty Times: The Children's March""",True
528,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,FILM EDITING,"Thelma Schoonmaker - ""The Aviator""",True
529,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,FOREIGN LANGUAGE FILM,"Spain - ""The Sea Inside""",True
530,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,MAKEUP,"Valli O'Reilly and Bill Corso - ""Lemony Snicket's A Series of Unfortunate Events""",True
531,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,MUSIC (Original Score),"Jan A.P. Kaczmarek - ""Finding Neverland""",True
532,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,MUSIC (Original Song),"Music and Lyric by Jorge Drexler - ""The Motorcycle Diaries""",True
533,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,BEST PICTURE,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers - ""Million Dollar Baby""",True
534,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,SHORT FILM (Animated),"Chris Landreth - ""Ryan""",True
535,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,SHORT FILM (Live Action),"Andrea Arnold - ""Wasp""",True
536,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,SOUND EDITING,"Michael Silvers and Randy Thom - ""The Incredibles""",True
537,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,SOUND MIXING,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa - ""Ray""",True
538,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier - ""Spider-Man 2""",True
539,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,WRITING (Adapted Screenplay),"Screenplay by Alexander Payne & Jim Taylor - ""Sideways""",True
540,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,WRITING (Original Screenplay),"Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth - ""Eternal Sunshine of the Spotless Mind""",True
541,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,JEAN HERSHOLT HUMANITARIAN AWARD,Roger Mayer,True
542,2005,../pages/c603fd21-813a-442f-8013-939be4b7c630.html,HONORARY AWARD,Sidney Lumet in recognition of his brilliant services to screenwriters,True
543,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,ACTOR IN A LEADING ROLE,"Sean Penn - ""Mystic River""",True
544,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,ACTOR IN A SUPPORTING ROLE,"Tim Robbins - ""Mystic River""",True
545,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,ACTRESS IN A LEADING ROLE,"Charlize Theron - ""Monster""",True
546,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,ACTRESS IN A SUPPORTING ROLE,"Renée Zellweger - ""Cold Mountain""",True
547,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,ANIMATED FEATURE FILM,"Andrew Stanton - ""Finding Nemo""",True
548,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,ART DIRECTION,"Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee - ""The Lord of the Rings: The Return of the King""",True
549,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,CINEMATOGRAPHY,"Russell Boyd - ""Master and Commander: The Far Side of the World""",True
550,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,COSTUME DESIGN,"Ngila Dickson and Richard Taylor - ""The Lord of the Rings: The Return of the King""",True
551,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,DIRECTING,"Peter Jackson - ""The Lord of the Rings: The Return of the King""",True
552,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,DOCUMENTARY (Feature),"Errol Morris and Michael Williams - ""The Fog of War""",True
553,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,DOCUMENTARY (Short Subject),"Maryann DeLeo - ""Chernobyl Heart""",True
554,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,FILM EDITING,"Jamie Selkirk - ""The Lord of the Rings: The Return of the King""",True
555,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,FOREIGN LANGUAGE FILM,"Canada - ""The Barbarian Invasions""",True
556,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,MAKEUP,"Richard Taylor and Peter King - ""The Lord of the Rings: The Return of the King""",True
557,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,MUSIC (Original Score),"Howard Shore - ""The Lord of the Rings: The Return of the King""",True
558,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,MUSIC (Original Song),"Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox - ""The Lord of the Rings: The Return of the King""",True
559,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers - ""The Lord of the Rings: The Return of the King""",True
560,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,SHORT FILM (Animated),"Adam Elliot - ""Harvie Krumpet""",True
561,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,SHORT FILM (Live Action),"Aaron Schneider and Andrew J. Sacks - ""Two Soldiers""",True
562,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,SOUND EDITING,"Richard King - ""Master and Commander: The Far Side of the World""",True
563,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek - ""The Lord of the Rings: The Return of the King""",True
564,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke - ""The Lord of the Rings: The Return of the King""",True
565,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,WRITING (Adapted Screenplay),"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson - ""The Lord of the Rings: The Return of the King""",True
566,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,WRITING (Original Screenplay),"Written by Sofia Coppola - ""Lost in Translation""",True
567,2004,../pages/6f9a7992-64df-4bf3-96af-1d77fb6af197.html,HONORARY AWARD,Blake Edwards in recognition of his writing,True
568,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,ACTOR IN A LEADING ROLE,"Adrien Brody - ""The Pianist""",True
569,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,ACTOR IN A SUPPORTING ROLE,"Chris Cooper - ""Adaptation""",True
570,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,ACTRESS IN A LEADING ROLE,"Nicole Kidman - ""The Hours""",True
571,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,ACTRESS IN A SUPPORTING ROLE,"Catherine Zeta-Jones - ""Chicago""",True
572,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,ANIMATED FEATURE FILM,"Hayao Miyazaki - ""Spirited Away""",True
573,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,ART DIRECTION,"Art Direction:  John Myhre; Set Decoration:  Gordon Sim - ""Chicago""",True
574,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,CINEMATOGRAPHY,"Conrad L. Hall - ""Road to Perdition""",True
575,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,COSTUME DESIGN,"Colleen Atwood - ""Chicago""",True
576,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,DIRECTING,"Roman Polanski - ""The Pianist""",True
577,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan - ""Bowling for Columbine""",True
578,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port - ""Twin Towers""",True
579,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,FILM EDITING,"Martin Walsh - ""Chicago""",True
580,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,FOREIGN LANGUAGE FILM,"Germany - ""Nowhere in Africa""",True
581,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,MAKEUP,"John Jackson, Beatrice De Alba - ""Frida""",True
582,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,MUSIC (Original Score),"Elliot Goldenthal - ""Frida""",True
583,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem - ""8 Mile""",True
584,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,BEST PICTURE,"Martin Richards, Producer - ""Chicago""",True
585,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,SHORT FILM (Animated),"Eric Armstrong - ""The ChubbChubbs!""",True
586,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen - ""This Charming Man (Der Er En Yndig Mand)""",True
587,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,SOUND,"Michael Minkler, Dominick Tavella, David Lee - ""Chicago""",True
588,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins - ""The Lord of the Rings: The Two Towers""",True
589,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke - ""The Lord of the Rings: The Two Towers""",True
590,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,WRITING (Adapted Screenplay),"Screenplay by Ronald Harwood - ""The Pianist""",True
591,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,WRITING (Original Screenplay),"Written by Pedro Almodóvar - ""Talk to Her""",True
592,2003,../pages/0978b092-81e7-4b56-88cf-d635f9ffa8dc.html,HONORARY AWARD,Peter O'ole,True
593,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,ACTOR IN A LEADING ROLE,"Denzel Washington - ""Training Day""",True
594,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,ACTOR IN A SUPPORTING ROLE,"Jim Broadbent - ""Iris""",True
595,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,ACTRESS IN A LEADING ROLE,"Halle Berry - ""Monster's Ball""",True
596,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,ACTRESS IN A SUPPORTING ROLE,"Jennifer Connelly - ""A Beautiful Mind""",True
597,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,ANIMATED FEATURE FILM,"Aron Warner - ""Shrek""",True
598,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,ART DIRECTION,"Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch - ""Moulin Rouge""",True
599,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,CINEMATOGRAPHY,"Andrew Lesnie - ""The Lord of the Rings: The Fellowship of the Ring""",True
600,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,COSTUME DESIGN,"Catherine Martin, Angus Strathie - ""Moulin Rouge""",True
601,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,DIRECTING,"Ron Howard - ""A Beautiful Mind""",True
602,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,DOCUMENTARY (Feature),"Jean-Xavier de Lestrade, Denis Poncet - ""Murder on a Sunday Morning""",True
603,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,DOCUMENTARY (Short Subject),"Sarah Kernochan, Lynn Appelle - ""Thoth""",True
604,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,FILM EDITING,"Pietro Scalia - ""Black Hawk Down""",True
605,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,FOREIGN LANGUAGE FILM,"Bosnia & Herzegovina - ""No Man's Land""",True
606,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,MAKEUP,"Peter Owen, Richard Taylor - ""The Lord of the Rings: The Fellowship of the Ring""",True
607,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,MUSIC (Original Score),"Howard Shore - ""The Lord of the Rings: The Fellowship of the Ring""",True
608,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,MUSIC (Original Song),"Music and Lyric by Randy Newman - ""Monsters, Inc.""",True
609,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,BEST PICTURE,"Brian Grazer and Ron Howard, Producers - ""A Beautiful Mind""",True
610,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,SHORT FILM (Animated),"Ralph Eggleston - ""For the Birds""",True
611,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,SHORT FILM (Live Action),"Ray McKinnon, Lisa Blount - ""the accountant""",True
612,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,SOUND,"Michael Minkler, Myron Nettinga, Chris Munro - ""Black Hawk Down""",True
613,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,SOUND EDITING,"George Watters II, Christopher Boyes - ""Pearl Harbor""",True
614,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,VISUAL EFFECTS,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson - ""The Lord of the Rings: The Fellowship of the Ring""",True
615,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,WRITING (Screenplay Based on Material Previously Produced or Published),"Written by Akiva Goldsman - ""A Beautiful Mind""",True
616,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,WRITING (Screenplay Written Directly for the Screen),"Written by Julian Fellowes - ""Gosford Park""",True
617,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur Hiller,True
618,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,HONORARY AWARD,Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,True
619,2002,../pages/19ce2864-b1c1-4e78-8f22-c55aa30f43f1.html,HONORARY AWARD,Robert Redford:  Actor,True
620,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,ACTOR IN A LEADING ROLE,"Russell Crowe - ""Gladiator""",True
621,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,ACTOR IN A SUPPORTING ROLE,"Benicio Del Toro - ""Traffic""",True
622,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,ACTRESS IN A LEADING ROLE,"Julia Roberts - ""Erin Brockovich""",True
623,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,ACTRESS IN A SUPPORTING ROLE,"Marcia Gay Harden - ""Pollock""",True
624,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,ART DIRECTION,"Tim Yip - ""Crouching Tiger, Hidden Dragon""",True
625,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,CINEMATOGRAPHY,"Peter Pau - ""Crouching Tiger, Hidden Dragon""",True
626,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,COSTUME DESIGN,"Janty Yates - ""Gladiator""",True
627,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,DIRECTING,"Steven Soderbergh - ""Traffic""",True
628,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer - ""Into the Arms of Strangers: Stories of the Kindertransport""",True
629,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,DOCUMENTARY (Short Subject),"Tracy Seretean - ""Big Mama""",True
630,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,FILM EDITING,"Stephen Mirrione - ""Traffic""",True
631,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,FOREIGN LANGUAGE FILM,"Taiwan - ""Crouching Tiger, Hidden Dragon""",True
632,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,MAKEUP,"Rick Baker, Gail Ryan - ""Dr. Seuss' How the Grinch Stole Christmas""",True
633,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,MUSIC (Original Score),"Tan Dun - ""Crouching Tiger, Hidden Dragon""",True
634,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,MUSIC (Original Song),"Music and Lyric by Bob Dylan - ""Wonder Boys""",True
635,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers - ""Gladiator""",True
636,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,SHORT FILM (Animated),"Michael Dudok de Wit - ""Father and Daughter""",True
637,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,SHORT FILM (Live Action),"Florian Gallenberger - ""Quiero Ser (I want to be...)""",True
638,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,SOUND,"Scott Millan, Bob Beemer, Ken Weston - ""Gladiator""",True
639,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,SOUND EDITING,"Jon Johnson - ""U-571""",True
640,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey - ""Gladiator""",True
641,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,WRITING (Screenplay Based on Material Previously Produced or Published),"Screenplay by Stephen Gaghan - ""Traffic""",True
642,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,WRITING (Screenplay Written Directly for the Screen),"Written by Cameron Crowe - ""Almost Famous""",True
643,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,HONORARY AWARD,Jack Cardiff,True
644,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,HONORARY AWARD,Ernest Lehman,True
645,2001,../pages/68dcf09d-7320-4cda-9a20-e20e94717e90.html,IRVING G. THALBERG MEMORIAL AWARD,Dino De Laurentiis,True
646,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,ACTOR IN A LEADING ROLE,"Kevin Spacey - ""American Beauty""",True
647,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,ACTOR IN A SUPPORTING ROLE,"Michael Caine - ""The Cider House Rules""",True
648,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,ACTRESS IN A LEADING ROLE,"Hilary Swank - ""Boys Don't Cry""",True
649,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,ACTRESS IN A SUPPORTING ROLE,"Angelina Jolie - ""Girl, Interrupted""",True
650,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,ART DIRECTION,"Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young - ""Sleepy Hollow""",True
651,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,CINEMATOGRAPHY,"Conrad L. Hall - ""American Beauty""",True
652,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,COSTUME DESIGN,"Lindy Hemming - ""Topsy-Turvy""",True
653,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,DIRECTING,"Sam Mendes - ""American Beauty""",True
654,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald - ""One Day in September""",True
655,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford - ""King Gimp""",True
656,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,FILM EDITING,"Zach Staenberg - ""The Matrix""",True
657,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,FOREIGN LANGUAGE FILM,"Spain - ""All about My Mother""",True
658,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,MAKEUP,"Christine Blundell, Trefor Proud - ""Topsy-Turvy""",True
659,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,MUSIC (Original Score),"John Corigliano - ""The Red Violin""",True
660,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,MUSIC (Original Song),"Music and Lyric by Phil Collins - ""Tarzan""",True
661,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers - ""American Beauty""",True
662,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,SHORT FILM (Animated),"Alexander Petrov - ""The Old Man and the Sea""",True
663,2000,../pages/623fbfdf-d933-4795-b543-e72827d453c4.html,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel - ""My Mother Dreams the Satan's Disciples in New York""",True
